t,monthly_max,t_monthly_max,ONI
11.710496357012751,4.145,2020-09-16 01:00:00.028800,-1.03
11.805100182149362,4.1860003,2020-10-20 16:00:00.028800,-1.22
11.875910715189233,4.195,2020-11-15 13:59:59.971200,-1.23
11.976320551254807,4.9570003,2020-12-22 07:59:59.971200,-1.1433333333333333
12.034380660544425,4.1210003,2021-01-12 13:59:59.971200,-1.0966666666666667
12.099043715846994,5.23,2021-02-05 06:00:00.000000,-0.99
12.197290496609998,4.7590003,2021-03-13 04:59:59.971200,-0.885
12.325478142076502,4.03,2021-04-29 03:00:00.000000,-0.5700000000000001
12.39913475890508,5.328,2021-05-26 01:59:59.971200,-0.43
12.47825591985428,4.0940003,2021-06-24 01:00:00.028800,-0.39
12.56033694469743,4.1000004,2021-07-24 01:59:59.971200,-0.445
12.636725865209472,4.119,2021-08-21 01:00:00.028800,-0.55
12.680441712204008,4.04,2021-09-06 01:00:00.028800,-0.61
12.775273224043715,3.9440002,2021-10-10 18:00:00.000000,-0.74
12.84585607038049,4.078,2021-11-05 13:59:59.971200,-0.895
12.927937158469945,4.1790004,2021-12-05 15:00:00.000000,-0.98
13.062158469945356,5.26,2022-01-22 18:00:00.000000,-0.9566666666666667
13.089025469287593,4.043,2022-02-01 13:59:59.971200,-0.9433333333333334
13.165414389799636,3.982,2022-03-01 13:00:00.028800,-0.96
13.295423497267759,3.9150002,2022-04-18 03:00:00.000000,-1.025
13.374658469945356,4.0150003,2022-05-17 03:00:00.000000,-0.9199999999999999
13.45389344262295,4.038,2022-06-15 03:00:00.000000,-0.8366666666666667
13.533014540325844,4.066,2022-07-14 01:59:59.971200,-0.8233333333333334
13.609403460837887,4.011,2022-08-11 01:00:00.028800,-0.8600000000000001
13.685792349726777,4.0410004,2022-09-08 00:00:00.000000,-0.96
13.824225865209472,3.9680002,2022-10-28 16:00:00.028800,-0.9550000000000001
13.90061475409836,3.9500003,2022-11-25 15:00:00.000000,-0.875
13.979849726775956,4.076,2022-12-24 15:00:00.000000,-0.755
14.061930783242259,4.209,2023-01-22 16:00:00.028800,-0.555
14.135359744990893,3.956,2023-02-18 13:00:00.028800,-0.33666666666666667
14.17361111111111,3.8690002,2023-03-04 13:00:00.028800,-0.24333333333333332
14.303620218579235,3.8850002,2023-04-21 03:00:00.000000,0.31999999999999995
14.382741316282129,3.9280002,2023-05-20 01:59:59.971200,0.5766666666666667
14.429303278688524,3.9510002,2023-06-06 03:00:00.000000,0.6733333333333333
14.579348816029144,4.096,2023-07-31 01:00:00.028800,1.1533333333333333
14.584927108631856,4.1330004,2023-08-02 01:59:59.971200,1.2366666666666668
14.66689432174661,4.057,2023-09-01 01:59:59.971200,1.44
14.829576502732241,4.0880003,2023-10-30 15:00:00.000000,1.8266666666666667
14.8352686386865,4.052,2023-11-01 16:59:59.971200,1.8733333333333333
14.946948966555354,4.038,2023-12-12 13:59:59.971200,1.935
